Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=28 : (z,n+p) ; MT=41 : (z,2n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
80.6813 ;  ;  ;  ;  ;  ; 288.0377 ; 
80.71957 ;  ;  ;  ;  ;  ; 238.8123 ; 
80.75783 ;  ;  ;  ;  ;  ; 185.0627 ; 
80.7916 ;  ;  ;  ;  ;  ; 140.1665 ; 
80.80848 ;  ;  ;  ;  ;  ; 119.916 ; 
80.82536 ;  ;  ;  ;  ;  ; 101.5244 ; 
80.84225 ;  ;  ;  ;  ;  ; 85.13105 ; 
80.85913 ;  ;  ;  ;  ;  ; 70.79752 ; 
80.87601 ;  ;  ;  ;  ;  ; 58.46804 ; 
80.89289 ;  ;  ;  ;  ;  ; 48.02954 ; 
80.90978 ;  ;  ;  ;  ;  ; 39.31713 ; 
80.91822 ;  ;  ;  ;  ;  ; 35.55449 ; 
80.92666 ;  ;  ;  ;  ;  ; 32.15257 ; 
80.9351 ;  ;  ;  ;  ;  ; 29.08607 ; 
80.94354 ;  ;  ;  ;  ;  ; 26.32979 ; 
80.95198 ;  ;  ;  ;  ;  ; 23.85897 ; 
80.96042 ;  ;  ;  ;  ;  ; 21.64953 ; 
80.96887 ;  ;  ;  ;  ;  ; 19.67612 ; 
80.97731 ;  ;  ;  ;  ;  ; 17.92133 ; 
80.98575 ;  ;  ;  ;  ;  ; 16.36186 ; 
80.99419 ;  ;  ;  ;  ;  ; 14.97819 ; 
81.00263 ;  ;  ;  ;  ;  ; 13.75217 ; 
81.01107 ;  ;  ;  ;  ;  ; 12.66704 ; 
81.02795 ;  ;  ;  ;  ;  ; 10.85926 ; 
81.04484 ;  ;  ;  ;  ;  ; 9.447001 ; 
81.06172 ;  ;  ;  ;  ;  ; 8.344718 ; 
81.0786 ;  ;  ;  ;  ;  ; 7.48194 ; 
81.09548 ;  ;  ;  ;  ;  ; 6.804229 ; 
81.11236 ;  ;  ;  ;  ;  ; 6.26968 ; 
81.12924 ;  ;  ;  ;  ;  ; 5.846542 ; 
81.14612 ;  ;  ;  ;  ;  ; 5.51114 ; 
81.163 ;  ;  ;  ;  ;  ; 5.246131 ; 
81.19001 ;  ;  ;  ;  ;  ; 4.939045 ; 
81.21702 ;  ;  ;  ;  ;  ; 4.750402 ; 
81.24403 ;  ;  ;  ;  ;  ; 4.667621 ; 
81.27104 ;  ;  ;  ;  ;  ; 4.69391 ; 
81.28793 ;  ;  ;  ;  ;  ; 4.773733 ; 
81.30481 ;  ;  ;  ;  ;  ; 4.91201 ; 
81.32169 ;  ;  ;  ;  ;  ; 5.121031 ; 
81.33857 ;  ;  ;  ;  ;  ; 5.417467 ; 
81.35546 ;  ;  ;  ;  ;  ; 5.823554 ; 
81.37234 ;  ;  ;  ;  ;  ; 6.367021 ; 
81.38922 ;  ;  ;  ;  ;  ; 7.083431 ; 
81.4061 ;  ;  ;  ;  ;  ; 8.016083 ; 
81.42299 ;  ;  ;  ;  ;  ; 9.217517 ; 
81.43987 ;  ;  ;  ;  ;  ; 10.74653 ; 
81.45675 ;  ;  ;  ;  ;  ; 12.67169 ; 
81.47363 ;  ;  ;  ;  ;  ; 15.06704 ; 
81.49052 ;  ;  ;  ;  ;  ; 18.01198 ; 
81.5074 ;  ;  ;  ;  ;  ; 21.57988 ; 
81.52428 ;  ;  ;  ;  ;  ; 25.84325 ; 
81.54116 ;  ;  ;  ;  ;  ; 30.86068 ; 
81.55692 ;  ;  ;  ;  ;  ; 36.26051 ; 
81.57268 ;  ;  ;  ;  ;  ; 42.36185 ; 
81.58844 ;  ;  ;  ;  ;  ; 49.14843 ; 
81.60419 ;  ;  ;  ;  ;  ; 56.56791 ; 
81.6357 ;  ;  ;  ;  ;  ; 72.95824 ; 
81.66721 ;  ;  ;  ;  ;  ; 90.43908 ; 
81.69873 ;  ;  ;  ;  ;  ; 107.4041 ; 
81.73024 ;  ;  ;  ;  ;  ; 121.9262 ; 
81.74825 ;  ;  ;  ;  ;  ; 128.3975 ; 
81.7664 ;  ;  ;  ;  ;  ; 133.1862 ; 
81.78454 ;  ;  ;  ;  ;  ; 136.0046 ; 
81.8 ;  ;  ;  ;  ;  ; 136.7475 ; 
81.81238 ;  ;  ;  ;  ;  ; 136.2185 ; 
81.83024 ;  ;  ;  ;  ;  ; 133.7235 ; 
81.84809 ;  ;  ;  ;  ;  ; 129.2989 ; 
81.8731 ;  ;  ;  ;  ;  ; 120.2604 ; 
81.8981 ;  ;  ;  ;  ;  ; 108.6443 ; 
81.94144 ;  ;  ;  ;  ;  ; 85.19855 ; 
81.98477 ;  ;  ;  ;  ;  ; 61.68507 ; 
82.00811 ;  ;  ;  ;  ;  ; 50.30772 ; 
82.03145 ;  ;  ;  ;  ;  ; 40.28832 ; 
82.04312 ;  ;  ;  ;  ;  ; 35.84076 ; 
82.05479 ;  ;  ;  ;  ;  ; 31.77725 ; 
82.06646 ;  ;  ;  ;  ;  ; 28.09469 ; 
82.07812 ;  ;  ;  ;  ;  ; 24.7861 ; 
82.08979 ;  ;  ;  ;  ;  ; 21.83074 ; 
82.10146 ;  ;  ;  ;  ;  ; 19.21245 ; 
82.11313 ;  ;  ;  ;  ;  ; 16.90908 ; 
82.12479 ;  ;  ;  ;  ;  ; 14.89823 ; 
82.13646 ;  ;  ;  ;  ;  ; 13.15153 ; 
82.14813 ;  ;  ;  ;  ;  ; 11.64582 ; 
82.1598 ;  ;  ;  ;  ;  ; 10.3567 ; 
82.17146 ;  ;  ;  ;  ;  ; 9.261831 ; 
82.18147 ;  ;  ;  ;  ;  ; 8.459472 ; 
82.19147 ;  ;  ;  ;  ;  ; 7.771614 ; 
82.20147 ;  ;  ;  ;  ;  ; 7.186077 ; 
82.21147 ;  ;  ;  ;  ;  ; 6.692769 ; 
82.22147 ;  ;  ;  ;  ;  ; 6.28286 ; 
82.23147 ;  ;  ;  ;  ;  ; 5.948801 ; 
82.24147 ;  ;  ;  ;  ;  ; 5.684326 ; 
82.25147 ;  ;  ;  ;  ;  ; 5.484433 ; 
82.26147 ;  ;  ;  ;  ;  ; 5.345361 ; 
82.27147 ;  ;  ;  ;  ;  ; 5.264557 ; 
82.28147 ;  ;  ;  ;  ;  ; 5.240635 ; 
82.29147 ;  ;  ;  ;  ;  ; 5.273332 ; 
82.30147 ;  ;  ;  ;  ;  ; 5.363462 ; 
82.31147 ;  ;  ;  ;  ;  ; 5.512854 ; 
82.32147 ;  ;  ;  ;  ;  ; 5.724299 ; 
82.33147 ;  ;  ;  ;  ;  ; 6.001478 ; 
82.34398 ;  ;  ;  ;  ;  ; 6.447699 ; 
82.35648 ;  ;  ;  ;  ;  ; 7.013702 ; 
82.36898 ;  ;  ;  ;  ;  ; 7.711514 ; 
82.38148 ;  ;  ;  ;  ;  ; 8.553845 ; 
82.39398 ;  ;  ;  ;  ;  ; 9.553906 ; 
82.40648 ;  ;  ;  ;  ;  ; 10.72484 ; 
82.41898 ;  ;  ;  ;  ;  ; 12.07904 ; 
82.43148 ;  ;  ;  ;  ;  ; 13.62745 ; 
82.44399 ;  ;  ;  ;  ;  ; 15.38022 ; 
82.45649 ;  ;  ;  ;  ;  ; 17.34007 ; 
82.46899 ;  ;  ;  ;  ;  ; 19.50991 ; 
82.48149 ;  ;  ;  ;  ;  ; 21.88655 ; 
82.50649 ;  ;  ;  ;  ;  ; 27.21911 ; 
82.53149 ;  ;  ;  ;  ;  ; 33.19179 ; 
82.5715 ;  ;  ;  ;  ;  ; 43.41301 ; 
82.6115 ;  ;  ;  ;  ;  ; 53.06218 ; 
82.63317 ;  ;  ;  ;  ;  ; 57.40177 ; 
82.65484 ;  ;  ;  ;  ;  ; 60.75591 ; 
82.6615 ;  ;  ;  ;  ;  ; 61.55196 ; 
82.67802 ;  ;  ;  ;  ;  ; 62.99784 ; 
82.69454 ;  ;  ;  ;  ;  ; 63.64586 ; 
82.7 ;  ;  ;  ;  ;  ; 63.67893 ; 
82.71092 ;  ;  ;  ;  ;  ; 63.47341 ; 
82.73245 ;  ;  ;  ;  ;  ; 62.02693 ; 
82.75397 ;  ;  ;  ;  ;  ; 59.29183 ; 
82.77807 ;  ;  ;  ;  ;  ; 54.92627 ; 
82.80217 ;  ;  ;  ;  ;  ; 49.52276 ; 
82.85036 ;  ;  ;  ;  ;  ; 37.21256 ; 
82.87446 ;  ;  ;  ;  ;  ; 31.071 ; 
82.89855 ;  ;  ;  ;  ;  ; 25.35319 ; 
82.92466 ;  ;  ;  ;  ;  ; 19.86205 ; 
82.93771 ;  ;  ;  ;  ;  ; 17.43725 ; 
82.95076 ;  ;  ;  ;  ;  ; 15.23574 ; 
82.96381 ;  ;  ;  ;  ;  ; 13.2573 ; 
82.97686 ;  ;  ;  ;  ;  ; 11.49655 ; 
82.98991 ;  ;  ;  ;  ;  ; 9.943967 ; 
83.00296 ;  ;  ;  ;  ;  ; 8.586845 ; 
83.01602 ;  ;  ;  ;  ;  ; 7.409444 ; 
83.02907 ;  ;  ;  ;  ;  ; 6.397311 ; 
83.04212 ;  ;  ;  ;  ;  ; 5.532643 ; 
83.05517 ;  ;  ;  ;  ;  ; 4.798649 ; 
83.06822 ;  ;  ;  ;  ;  ; 4.179082 ; 
83.08127 ;  ;  ;  ;  ;  ; 3.658614 ; 
83.09432 ;  ;  ;  ;  ;  ; 3.223092 ; 
83.10737 ;  ;  ;  ;  ;  ; 2.8597 ; 
83.12344 ;  ;  ;  ;  ;  ; 2.494545 ; 
83.1395 ;  ;  ;  ;  ;  ; 2.203325 ; 
83.15557 ;  ;  ;  ;  ;  ; 1.970364 ; 
83.17163 ;  ;  ;  ;  ;  ; 1.783442 ; 
83.1877 ;  ;  ;  ;  ;  ; 1.632258 ; 
83.20376 ;  ;  ;  ;  ;  ; 1.509038 ; 
83.21982 ;  ;  ;  ;  ;  ; 1.407451 ; 
83.23588 ;  ;  ;  ;  ;  ; 1.322685 ; 
83.26801 ;  ;  ;  ;  ;  ; 1.189701 ; 
83.30013 ;  ;  ;  ;  ;  ; 1.090035 ; 
83.33226 ;  ;  ;  ;  ;  ; 1.012025 ; 
83.36438 ;  ;  ;  ;  ;  ; 0.9489711 ; 
83.42864 ;  ;  ;  ;  ;  ; 0.8528827 ; 
83.49289 ;  ;  ;  ;  ;  ; 0.7837308 ; 
83.55714 ;  ;  ;  ;  ;  ; 0.7329653 ; 
83.62139 ;  ;  ;  ;  ;  ; 0.6959272 ; 
83.71777 ;  ;  ;  ;  ;  ; 0.6605584 ; 
83.81415 ;  ;  ;  ;  ;  ; 0.6458895 ; 
83.88242 ;  ;  ;  ;  ;  ; 0.6477204 ; 
83.95069 ;  ;  ;  ;  ;  ; 0.6608386 ; 
84.01896 ;  ;  ;  ;  ;  ; 0.6877533 ; 
84.08723 ;  ;  ;  ;  ;  ; 0.7333417 ; 
84.12137 ;  ;  ;  ;  ;  ; 0.7658976 ; 
84.1555 ;  ;  ;  ;  ;  ; 0.8075694 ; 
84.18964 ;  ;  ;  ;  ;  ; 0.8618593 ; 
84.22377 ;  ;  ;  ;  ;  ; 0.9346604 ; 
84.25791 ;  ;  ;  ;  ;  ; 1.036504 ; 
84.27498 ;  ;  ;  ;  ;  ; 1.103712 ; 
84.29204 ;  ;  ;  ;  ;  ; 1.18612 ; 
84.30911 ;  ;  ;  ;  ;  ; 1.288476 ; 
84.32617 ;  ;  ;  ;  ;  ; 1.416753 ; 
84.34324 ;  ;  ;  ;  ;  ; 1.578988 ; 
84.3603 ;  ;  ;  ;  ;  ; 1.78504 ; 
84.37436 ;  ;  ;  ;  ;  ; 1.996674 ; 
84.38841 ;  ;  ;  ;  ;  ; 2.254921 ; 
84.40247 ;  ;  ;  ;  ;  ; 2.570076 ; 
84.41652 ;  ;  ;  ;  ;  ; 2.953094 ; 
84.43058 ;  ;  ;  ;  ;  ; 3.41741 ; 
84.44463 ;  ;  ;  ;  ;  ; 3.976623 ; 
84.45869 ;  ;  ;  ;  ;  ; 4.646979 ; 
84.47274 ;  ;  ;  ;  ;  ; 5.44381 ; 
84.4868 ;  ;  ;  ;  ;  ; 6.384929 ; 
84.50085 ;  ;  ;  ;  ;  ; 7.485408 ; 
84.51491 ;  ;  ;  ;  ;  ; 8.762212 ; 
84.52896 ;  ;  ;  ;  ;  ; 10.22696 ; 
84.54302 ;  ;  ;  ;  ;  ; 11.8922 ; 
84.55707 ;  ;  ;  ;  ;  ; 13.76193 ; 
84.57113 ;  ;  ;  ;  ;  ; 15.83994 ; 
84.58518 ;  ;  ;  ;  ;  ; 18.11813 ; 
84.61129 ;  ;  ;  ;  ;  ; 22.83904 ; 
84.63739 ;  ;  ;  ;  ;  ; 28.0515 ; 
84.68959 ;  ;  ;  ;  ;  ; 38.85829 ; 
84.7157 ;  ;  ;  ;  ;  ; 43.71863 ; 
84.7418 ;  ;  ;  ;  ;  ; 47.67628 ; 
84.7699 ;  ;  ;  ;  ;  ; 50.52114 ; 
84.78495 ;  ;  ;  ;  ;  ; 51.32856 ; 
84.8 ;  ;  ;  ;  ;  ; 51.59769 ; 
84.81656 ;  ;  ;  ;  ;  ; 51.26199 ; 
84.83523 ;  ;  ;  ;  ;  ; 50.10829 ; 
84.8539 ;  ;  ;  ;  ;  ; 48.19082 ; 
84.88042 ;  ;  ;  ;  ;  ; 44.34723 ; 
84.90694 ;  ;  ;  ;  ;  ; 39.52494 ; 
84.95645 ;  ;  ;  ;  ;  ; 29.35638 ; 
84.98121 ;  ;  ;  ;  ;  ; 24.35656 ; 
85.00596 ;  ;  ;  ;  ;  ; 19.75066 ; 
85.03249 ;  ;  ;  ;  ;  ; 15.42428 ; 
85.04575 ;  ;  ;  ;  ;  ; 13.53014 ; 
85.05901 ;  ;  ;  ;  ;  ; 11.82056 ; 
85.07227 ;  ;  ;  ;  ;  ; 10.29377 ; 
85.08553 ;  ;  ;  ;  ;  ; 8.944046 ; 
85.09879 ;  ;  ;  ;  ;  ; 7.762588 ; 
85.11205 ;  ;  ;  ;  ;  ; 6.738333 ; 
85.12531 ;  ;  ;  ;  ;  ; 5.85873 ; 
85.13857 ;  ;  ;  ;  ;  ; 5.110435 ; 
85.15183 ;  ;  ;  ;  ;  ; 4.479913 ; 
85.16509 ;  ;  ;  ;  ;  ; 3.953937 ; 
85.17835 ;  ;  ;  ;  ;  ; 3.519984 ; 
85.19161 ;  ;  ;  ;  ;  ; 3.166537 ; 
85.20487 ;  ;  ;  ;  ;  ; 2.8833 ; 
85.21813 ;  ;  ;  ;  ;  ; 2.661339 ; 
85.23228 ;  ;  ;  ;  ;  ; 2.483655 ; 
85.24642 ;  ;  ;  ;  ;  ; 2.360105 ; 
85.26056 ;  ;  ;  ;  ;  ; 2.285294 ; 
85.2747 ;  ;  ;  ;  ;  ; 2.255921 ; 
85.28973 ;  ;  ;  ;  ;  ; 2.273017 ; 
85.30476 ;  ;  ;  ;  ;  ; 2.34065 ; 
85.31979 ;  ;  ;  ;  ;  ; 2.461965 ; 
85.33482 ;  ;  ;  ;  ;  ; 2.642503 ; 
85.34985 ;  ;  ;  ;  ;  ; 2.890164 ; 
85.36488 ;  ;  ;  ;  ;  ; 3.215135 ; 
85.37991 ;  ;  ;  ;  ;  ; 3.62976 ; 
85.39494 ;  ;  ;  ;  ;  ; 4.148315 ; 
85.40997 ;  ;  ;  ;  ;  ; 4.786671 ; 
85.425 ;  ;  ;  ;  ;  ; 5.561797 ; 
85.44003 ;  ;  ;  ;  ;  ; 6.491093 ; 
85.45506 ;  ;  ;  ;  ;  ; 7.591538 ; 
85.47009 ;  ;  ;  ;  ;  ; 8.878646 ; 
85.48512 ;  ;  ;  ;  ;  ; 10.36526 ; 
85.50015 ;  ;  ;  ;  ;  ; 12.06025 ; 
85.51517 ;  ;  ;  ;  ;  ; 13.96572 ; 
85.52932 ;  ;  ;  ;  ;  ; 15.95153 ; 
85.54346 ;  ;  ;  ;  ;  ; 18.11153 ; 
85.57175 ;  ;  ;  ;  ;  ; 22.888 ; 
85.62833 ;  ;  ;  ;  ;  ; 33.34066 ; 
85.65839 ;  ;  ;  ;  ;  ; 38.54523 ; 
85.68845 ;  ;  ;  ;  ;  ; 42.81014 ; 
85.71319 ;  ;  ;  ;  ;  ; 45.25902 ; 
85.73018 ;  ;  ;  ;  ;  ; 46.26337 ; 
85.74717 ;  ;  ;  ;  ;  ; 46.66535 ; 
85.75 ;  ;  ;  ;  ;  ; 46.67223 ; 
85.75851 ;  ;  ;  ;  ;  ; 46.58909 ; 
85.76701 ;  ;  ;  ;  ;  ; 46.3514 ; 
85.79627 ;  ;  ;  ;  ;  ; 44.39954 ; 
85.82222 ;  ;  ;  ;  ;  ; 41.3609 ; 
85.84816 ;  ;  ;  ;  ;  ; 37.38066 ; 
85.89534 ;  ;  ;  ;  ;  ; 28.84099 ; 
85.94251 ;  ;  ;  ;  ;  ; 20.32004 ; 
85.96846 ;  ;  ;  ;  ;  ; 16.19195 ; 
85.98144 ;  ;  ;  ;  ;  ; 14.339 ; 
85.99441 ;  ;  ;  ;  ;  ; 12.6407 ; 
86.00739 ;  ;  ;  ;  ;  ; 11.09769 ; 
86.02036 ;  ;  ;  ;  ;  ; 9.711676 ; 
86.03333 ;  ;  ;  ;  ;  ; 8.47737 ; 
86.0463 ;  ;  ;  ;  ;  ; 7.38806 ; 
86.05928 ;  ;  ;  ;  ;  ; 6.434306 ; 
86.07225 ;  ;  ;  ;  ;  ; 5.607393 ; 
86.08523 ;  ;  ;  ;  ;  ; 4.89498 ; 
86.0982 ;  ;  ;  ;  ;  ; 4.286734 ; 
86.11118 ;  ;  ;  ;  ;  ; 3.770299 ; 
86.12415 ;  ;  ;  ;  ;  ; 3.335421 ; 
86.13712 ;  ;  ;  ;  ;  ; 2.971227 ; 
86.15009 ;  ;  ;  ;  ;  ; 2.668052 ; 
86.16896 ;  ;  ;  ;  ;  ; 2.318085 ; 
86.18783 ;  ;  ;  ;  ;  ; 2.055358 ; 
86.2067 ;  ;  ;  ;  ;  ; 1.86052 ; 
86.22557 ;  ;  ;  ;  ;  ; 1.718096 ; 
86.24444 ;  ;  ;  ;  ;  ; 1.61604 ; 
86.26331 ;  ;  ;  ;  ;  ; 1.545216 ; 
86.28218 ;  ;  ;  ;  ;  ; 1.498893 ; 
86.30105 ;  ;  ;  ;  ;  ; 1.472276 ; 
86.32228 ;  ;  ;  ;  ;  ; 1.461894 ; 
86.34351 ;  ;  ;  ;  ;  ; 1.469634 ; 
86.36474 ;  ;  ;  ;  ;  ; 1.494412 ; 
86.38597 ;  ;  ;  ;  ;  ; 1.53666 ; 
86.4072 ;  ;  ;  ;  ;  ; 1.598399 ; 
86.42843 ;  ;  ;  ;  ;  ; 1.683533 ; 
86.44966 ;  ;  ;  ;  ;  ; 1.798439 ; 
86.47089 ;  ;  ;  ;  ;  ; 1.952857 ; 
86.49212 ;  ;  ;  ;  ;  ; 2.161165 ; 
86.51335 ;  ;  ;  ;  ;  ; 2.444061 ; 
86.52397 ;  ;  ;  ;  ;  ; 2.622273 ; 
86.53458 ;  ;  ;  ;  ;  ; 2.83065 ; 
86.5452 ;  ;  ;  ;  ;  ; 3.074937 ; 
86.55581 ;  ;  ;  ;  ;  ; 3.360855 ; 
86.56643 ;  ;  ;  ;  ;  ; 3.696049 ; 
86.57704 ;  ;  ;  ;  ;  ; 4.087969 ; 
86.58766 ;  ;  ;  ;  ;  ; 4.546493 ; 
86.59827 ;  ;  ;  ;  ;  ; 5.080979 ; 
86.60889 ;  ;  ;  ;  ;  ; 5.703782 ; 
86.6195 ;  ;  ;  ;  ;  ; 6.426168 ; 
86.63011 ;  ;  ;  ;  ;  ; 7.262176 ; 
86.64072 ;  ;  ;  ;  ;  ; 8.226284 ; 
86.65134 ;  ;  ;  ;  ;  ; 9.334933 ; 
86.66195 ;  ;  ;  ;  ;  ; 10.60204 ; 
86.67257 ;  ;  ;  ;  ;  ; 12.04643 ; 
86.68318 ;  ;  ;  ;  ;  ; 13.68192 ; 
86.6938 ;  ;  ;  ;  ;  ; 15.52787 ; 
86.70441 ;  ;  ;  ;  ;  ; 17.59637 ; 
86.71503 ;  ;  ;  ;  ;  ; 19.90571 ; 
86.72564 ;  ;  ;  ;  ;  ; 22.46415 ; 
86.73626 ;  ;  ;  ;  ;  ; 25.28681 ; 
86.74687 ;  ;  ;  ;  ;  ; 28.37569 ; 
86.7681 ;  ;  ;  ;  ;  ; 35.37399 ; 
86.78933 ;  ;  ;  ;  ;  ; 43.435 ; 
86.81055 ;  ;  ;  ;  ;  ; 52.44588 ; 
86.85537 ;  ;  ;  ;  ;  ; 73.56839 ; 
86.90019 ;  ;  ;  ;  ;  ; 94.62142 ; 
86.92614 ;  ;  ;  ;  ;  ; 105.0254 ; 
86.95208 ;  ;  ;  ;  ;  ; 113.0133 ; 
86.9568 ;  ;  ;  ;  ;  ; 114.147 ; 
86.96982 ;  ;  ;  ;  ;  ; 116.7043 ; 
86.98284 ;  ;  ;  ;  ;  ; 118.3787 ; 
87.0 ;  ;  ;  ;  ;  ; 119.171 ; 
87.00981 ;  ;  ;  ;  ;  ; 118.8885 ; 
87.03474 ;  ;  ;  ;  ;  ; 115.8064 ; 
87.05525 ;  ;  ;  ;  ;  ; 110.8968 ; 
87.07575 ;  ;  ;  ;  ;  ; 104.1504 ; 
87.11244 ;  ;  ;  ;  ;  ; 88.72095 ; 
87.14913 ;  ;  ;  ;  ;  ; 71.16109 ; 
87.18151 ;  ;  ;  ;  ;  ; 55.82771 ; 
87.1977 ;  ;  ;  ;  ;  ; 48.66017 ; 
87.21389 ;  ;  ;  ;  ;  ; 41.98439 ; 
87.23008 ;  ;  ;  ;  ;  ; 35.87777 ; 
87.24627 ;  ;  ;  ;  ;  ; 30.38571 ; 
87.26246 ;  ;  ;  ;  ;  ; 25.52483 ; 
87.27864 ;  ;  ;  ;  ;  ; 21.28967 ; 
87.29483 ;  ;  ;  ;  ;  ; 17.64761 ; 
87.31102 ;  ;  ;  ;  ;  ; 14.55959 ; 
87.32721 ;  ;  ;  ;  ;  ; 11.9742 ; 
87.3434 ;  ;  ;  ;  ;  ; 9.834832 ; 
87.3515 ;  ;  ;  ;  ;  ; 8.91368 ; 
87.35959 ;  ;  ;  ;  ;  ; 8.083377 ; 
87.36769 ;  ;  ;  ;  ;  ; 7.334844 ; 
87.37578 ;  ;  ;  ;  ;  ; 6.66314 ; 
87.38388 ;  ;  ;  ;  ;  ; 6.06008 ; 
87.39197 ;  ;  ;  ;  ;  ; 5.520952 ; 
87.40006 ;  ;  ;  ;  ;  ; 5.039116 ; 
87.40815 ;  ;  ;  ;  ;  ; 4.609073 ; 
87.42434 ;  ;  ;  ;  ;  ; 3.883829 ; 
87.44053 ;  ;  ;  ;  ;  ; 3.309211 ; 
87.45672 ;  ;  ;  ;  ;  ; 2.854363 ; 
87.4729 ;  ;  ;  ;  ;  ; 2.494011 ; 
87.48909 ;  ;  ;  ;  ;  ; 2.20706 ; 
87.50528 ;  ;  ;  ;  ;  ; 1.977269 ; 
87.52147 ;  ;  ;  ;  ;  ; 1.791662 ; 
87.53765 ;  ;  ;  ;  ;  ; 1.640242 ; 
87.556 ;  ;  ;  ;  ;  ; 1.500032 ; 
87.57435 ;  ;  ;  ;  ;  ; 1.385263 ; 
87.5927 ;  ;  ;  ;  ;  ; 1.289756 ; 
87.61104 ;  ;  ;  ;  ;  ; 1.20906 ; 
87.64773 ;  ;  ;  ;  ;  ; 1.079749 ; 
87.68442 ;  ;  ;  ;  ;  ; 0.9803748 ; 
87.72112 ;  ;  ;  ;  ;  ; 0.9015257 ; 
87.75781 ;  ;  ;  ;  ;  ; 0.8376997 ; 
87.7945 ;  ;  ;  ;  ;  ; 0.7853538 ; 
87.83119 ;  ;  ;  ;  ;  ; 0.742116 ; 
87.90458 ;  ;  ;  ;  ;  ; 0.6766617 ; 
87.97796 ;  ;  ;  ;  ;  ; 0.6325589 ; 
88.05135 ;  ;  ;  ;  ;  ; 0.604929 ; 
88.12473 ;  ;  ;  ;  ;  ; 0.5911735 ; 
88.1938 ;  ;  ;  ;  ;  ; 0.5899359 ; 
88.26287 ;  ;  ;  ;  ;  ; 0.6002286 ; 
88.33194 ;  ;  ;  ;  ;  ; 0.6233388 ; 
88.40101 ;  ;  ;  ;  ;  ; 0.662005 ; 
88.47008 ;  ;  ;  ;  ;  ; 0.7212738 ; 
88.50462 ;  ;  ;  ;  ;  ; 0.7612982 ; 
88.53915 ;  ;  ;  ;  ;  ; 0.8105382 ; 
88.57369 ;  ;  ;  ;  ;  ; 0.8718045 ; 
88.60822 ;  ;  ;  ;  ;  ; 0.9494503 ; 
88.64276 ;  ;  ;  ;  ;  ; 1.050884 ; 
88.66003 ;  ;  ;  ;  ;  ; 1.114236 ; 
88.67729 ;  ;  ;  ;  ;  ; 1.189006 ; 
88.69456 ;  ;  ;  ;  ;  ; 1.278564 ; 
88.71182 ;  ;  ;  ;  ;  ; 1.387215 ; 
88.72909 ;  ;  ;  ;  ;  ; 1.52099 ; 
88.74635 ;  ;  ;  ;  ;  ; 1.687566 ; 
88.76146 ;  ;  ;  ;  ;  ; 1.868396 ; 
88.77657 ;  ;  ;  ;  ;  ; 2.09105 ; 
88.79168 ;  ;  ;  ;  ;  ; 2.366449 ; 
88.80679 ;  ;  ;  ;  ;  ; 2.707984 ; 
88.8219 ;  ;  ;  ;  ;  ; 3.131844 ; 
88.83701 ;  ;  ;  ;  ;  ; 3.657291 ; 
88.85212 ;  ;  ;  ;  ;  ; 4.306865 ; 
88.86723 ;  ;  ;  ;  ;  ; 5.106436 ; 
88.88234 ;  ;  ;  ;  ;  ; 6.085084 ; 
88.89745 ;  ;  ;  ;  ;  ; 7.274731 ; 
88.91256 ;  ;  ;  ;  ;  ; 8.709469 ; 
88.92767 ;  ;  ;  ;  ;  ; 10.42455 ; 
88.94278 ;  ;  ;  ;  ;  ; 12.45503 ; 
88.95789 ;  ;  ;  ;  ;  ; 14.83395 ; 
88.973 ;  ;  ;  ;  ;  ; 17.59029 ; 
88.9881 ;  ;  ;  ;  ;  ; 20.74429 ; 
89.00321 ;  ;  ;  ;  ;  ; 24.31351 ; 
89.01832 ;  ;  ;  ;  ;  ; 28.29765 ; 
89.03343 ;  ;  ;  ;  ;  ; 32.68414 ; 
89.04854 ;  ;  ;  ;  ;  ; 37.44401 ; 
89.07876 ;  ;  ;  ;  ;  ; 47.87733 ; 
89.10897 ;  ;  ;  ;  ;  ; 58.99493 ; 
89.14351 ;  ;  ;  ;  ;  ; 71.42686 ; 
89.17804 ;  ;  ;  ;  ;  ; 82.06208 ; 
89.1953 ;  ;  ;  ;  ;  ; 86.21682 ; 
89.22552 ;  ;  ;  ;  ;  ; 91.0044 ; 
89.25 ;  ;  ;  ;  ;  ; 92.22856 ; 
89.25757 ;  ;  ;  ;  ;  ; 92.10057 ; 
89.28691 ;  ;  ;  ;  ;  ; 89.37847 ; 
89.30724 ;  ;  ;  ;  ;  ; 85.55904 ; 
89.32756 ;  ;  ;  ;  ;  ; 80.39551 ; 
89.36104 ;  ;  ;  ;  ;  ; 69.70762 ; 
89.39452 ;  ;  ;  ;  ;  ; 57.55823 ; 
89.42561 ;  ;  ;  ;  ;  ; 46.18857 ; 
89.45669 ;  ;  ;  ;  ;  ; 35.66771 ; 
89.47223 ;  ;  ;  ;  ;  ; 30.92244 ; 
89.48777 ;  ;  ;  ;  ;  ; 26.58495 ; 
89.50331 ;  ;  ;  ;  ;  ; 22.67897 ; 
89.51885 ;  ;  ;  ;  ;  ; 19.211 ; 
