Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=102 : (z,γ) ; MT=103 : (z,p) ; MT=107 : (z,α)
Incident energy ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
2855.986 ;  ;  ; 0.3493091 ;  ; 4.54883E-10
2856.669 ;  ;  ; 0.3827113 ;  ; 4.54991E-10
2857.353 ;  ;  ; 0.4211688 ;  ; 4.551E-10
2858.036 ;  ;  ; 0.4655605 ;  ; 4.55209E-10
2858.72 ;  ;  ; 0.5172747 ;  ; 4.55318E-10
2859.403 ;  ;  ; 0.5777673 ;  ; 4.55427E-10
2860.086 ;  ;  ; 0.6491697 ;  ; 4.55536E-10
2860.769 ;  ;  ; 0.7341478 ;  ; 4.55644E-10
2861.453 ;  ;  ; 0.8363394 ;  ; 4.55753E-10
2862.136 ;  ;  ; 0.9600114 ;  ; 4.55862E-10
2862.478 ;  ;  ; 1.031874 ;  ; 4.55917E-10
2862.82 ;  ;  ; 1.111556 ;  ; 4.55971E-10
2863.162 ;  ;  ; 1.200115 ;  ; 4.56025E-10
2863.503 ;  ;  ; 1.298456 ;  ; 4.5608E-10
2863.845 ;  ;  ; 1.408528 ;  ; 4.56134E-10
2864.187 ;  ;  ; 1.531611 ;  ; 4.56189E-10
2864.529 ;  ;  ; 1.66944 ;  ; 4.56243E-10
2864.87 ;  ;  ; 1.823439 ;  ; 4.56298E-10
2865.212 ;  ;  ; 1.996542 ;  ; 4.56352E-10
2865.553 ;  ;  ; 2.189825 ;  ; 4.56406E-10
2865.895 ;  ;  ; 2.40646 ;  ; 4.56461E-10
2866.236 ;  ;  ; 2.646967 ;  ; 4.56515E-10
2866.786 ;  ;  ; 3.089318 ;  ; 4.56603E-10
2867.335 ;  ;  ; 3.596884 ;  ; 4.5669E-10
2867.884 ;  ;  ; 4.158426 ;  ; 4.56778E-10
2868.433 ;  ;  ; 4.744956 ;  ; 4.56865E-10
2868.983 ;  ;  ; 5.308852 ;  ; 4.56953E-10
2869.532 ;  ;  ; 5.783711 ;  ; 4.5704E-10
2870.081 ;  ;  ; 6.103157 ;  ; 4.57127E-10
2870.63 ;  ;  ; 6.215114 ;  ; 4.57215E-10
2871.055 ;  ;  ; 6.145467 ;  ; 4.57283E-10
2871.404 ;  ;  ; 5.990703 ;  ; 4.57338E-10
2871.752 ;  ;  ; 5.759947 ;  ; 4.57394E-10
2872.448 ;  ;  ; 5.131919 ;  ; 4.57505E-10
2873.841 ;  ;  ; 3.671649 ;  ; 4.57726E-10
2874.538 ;  ;  ; 3.027012 ;  ; 4.57837E-10
2875.234 ;  ;  ; 2.489437 ;  ; 4.57948E-10
2875.582 ;  ;  ; 2.260232 ;  ; 4.58004E-10
2875.93 ;  ;  ; 2.055338 ;  ; 4.58059E-10
2876.278 ;  ;  ; 1.872668 ;  ; 4.58115E-10
2876.626 ;  ;  ; 1.710014 ;  ; 4.5817E-10
2876.983 ;  ;  ; 1.561676 ;  ; 4.58227E-10
2877.34 ;  ;  ; 1.429908 ;  ; 4.58284E-10
2878.054 ;  ;  ; 1.208224 ;  ; 4.58397E-10
2878.768 ;  ;  ; 1.031362 ;  ; 4.58511E-10
2879.481 ;  ;  ; 0.8890439 ;  ; 4.58625E-10
2880.195 ;  ;  ; 0.773016 ;  ; 4.58738E-10
2880.908 ;  ;  ; 0.6777562 ;  ; 4.58852E-10
2881.622 ;  ;  ; 0.5986228 ;  ; 4.58966E-10
2882.335 ;  ;  ; 0.532482 ;  ; 4.59079E-10
2883.049 ;  ;  ; 0.4764674 ;  ; 4.59193E-10
2883.763 ;  ;  ; 0.4286052 ;  ; 4.59307E-10
2884.477 ;  ;  ; 0.3873947 ;  ; 4.5942E-10
2885.19 ;  ;  ; 0.3517674 ;  ; 4.59534E-10
2885.904 ;  ;  ; 0.3207214 ;  ; 4.59648E-10
2886.618 ;  ;  ; 0.2935612 ;  ; 4.59761E-10
2887.332 ;  ;  ; 0.2696735 ;  ; 4.59875E-10
2888.045 ;  ;  ; 0.2485862 ;  ; 4.59989E-10
2889.473 ;  ;  ; 0.2131042 ;  ; 4.60216E-10
2890.9 ;  ;  ; 0.184676 ;  ; 4.60443E-10
2892.328 ;  ;  ; 0.1615305 ;  ; 4.60671E-10
2893.755 ;  ;  ; 0.1425024 ;  ; 4.60898E-10
2895.118 ;  ;  ; 0.1274077 ;  ; 4.61115E-10
2896.48 ;  ;  ; 0.1145557 ;  ; 4.61332E-10
2897.843 ;  ;  ; 0.103456 ;  ; 4.61549E-10
2899.205 ;  ;  ; 0.09388216 ;  ; 4.61766E-10
2900.568 ;  ;  ; 0.0855706 ;  ; 4.61983E-10
2901.93 ;  ;  ; 0.07831629 ;  ; 4.622E-10
2903.293 ;  ;  ; 0.07193811 ;  ; 4.62417E-10
2904.655 ;  ;  ; 0.06631175 ;  ; 4.62634E-10
2907.38 ;  ;  ; 0.05686204 ;  ; 4.63068E-10
2910.105 ;  ;  ; 0.04929291 ;  ; 4.63502E-10
2912.83 ;  ;  ; 0.0431362 ;  ; 4.63936E-10
2915.554 ;  ;  ; 0.03806327 ;  ; 4.6437E-10
2918.15 ;  ;  ; 0.03401812 ;  ; 4.64784E-10
2920.745 ;  ;  ; 0.03064765 ;  ; 4.65197E-10
2923.34 ;  ;  ; 0.02769633 ;  ; 4.6561E-10
2925.935 ;  ;  ; 0.02516812 ;  ; 4.66024E-10
2928.531 ;  ;  ; 0.02293288 ;  ; 4.66437E-10
2931.126 ;  ;  ; 0.02100934 ;  ; 4.6685E-10
2936.316 ;  ;  ; 0.01779916 ;  ; 4.67677E-10
2941.507 ;  ;  ; 0.01528063 ;  ; 4.68504E-10
2946.697 ;  ;  ; 0.01326087 ;  ; 4.6933E-10
2951.887 ;  ;  ; 0.01160992 ;  ; 4.70157E-10
2957.077 ;  ;  ; 0.01024793 ;  ; 4.70984E-10
2961.749 ;  ;  ; 0.009218656 ;  ; 4.71728E-10
2966.42 ;  ;  ; 0.00833736 ;  ; 4.72472E-10
2971.092 ;  ;  ; 0.007576135 ;  ; 4.73216E-10
2975.763 ;  ;  ; 0.006928998 ;  ; 4.7396E-10
2980.435 ;  ;  ; 0.006345765 ;  ; 4.74704E-10
2985.106 ;  ;  ; 0.005839654 ;  ; 4.75448E-10
2989.777 ;  ;  ; 0.005377336 ;  ; 4.76192E-10
2994.448 ;  ;  ; 0.004985416 ;  ; 4.76936E-10
2999.12 ;  ;  ; 0.004617551 ;  ; 4.7768E-10
3003.791 ;  ;  ; 0.004303498 ;  ; 4.78424E-10
3013.134 ;  ;  ; 0.003750983 ;  ; 4.79912E-10
3022.477 ;  ;  ; 0.00329776 ;  ; 4.814E-10
3031.819 ;  ;  ; 0.002922553 ;  ; 4.82888E-10
3040.643 ;  ;  ; 0.002624634 ;  ; 4.84293E-10
3049.467 ;  ;  ; 0.002370124 ;  ; 4.85699E-10
3058.291 ;  ;  ; 0.002150882 ;  ; 4.87104E-10
3067.114 ;  ;  ; 0.001960626 ;  ; 4.8851E-10
3075.938 ;  ;  ; 0.001796907 ;  ; 4.89915E-10
3084.761 ;  ;  ; 0.001653347 ;  ; 4.9132E-10
3093.585 ;  ;  ; 0.001521888 ;  ; 4.92726E-10
3102.408 ;  ;  ; 0.001407721 ;  ; 4.94131E-10
3120.055 ;  ;  ; 0.001212872 ;  ; 4.96942E-10
3137.702 ;  ;  ; 0.001055761 ;  ; 4.99752E-10
3155.349 ;  ;  ; 9.273375E-4 ;  ; 5.02563E-10
3172.996 ;  ;  ; 8.21186E-4 ;  ; 5.05374E-10
3189.606 ;  ;  ; 7.372283E-4 ;  ; 5.08019E-10
3206.215 ;  ;  ; 6.655294E-4 ;  ; 5.10665E-10
3222.824 ;  ;  ; 6.038171E-4 ;  ; 5.1331E-10
3239.433 ;  ;  ; 5.503254E-4 ;  ; 5.15955E-10
3256.042 ;  ;  ; 5.036615E-4 ;  ; 5.18601E-10
3272.651 ;  ;  ; 4.627688E-4 ;  ; 5.21246E-10
3305.869 ;  ;  ; 3.946606E-4 ;  ; 5.26537E-10
3339.088 ;  ;  ; 3.406033E-4 ;  ; 5.31828E-10
3372.306 ;  ;  ; 2.970397E-4 ;  ; 5.37119E-10
3405.524 ;  ;  ; 2.614294E-4 ;  ; 5.42409E-10
3438.742 ;  ;  ; 2.319566E-4 ;  ; 5.477E-10
3469.885 ;  ;  ; 2.087845E-4 ;  ; 5.5266E-10
3501.027 ;  ;  ; 1.890181E-4 ;  ; 5.5762E-10
3532.169 ;  ;  ; 1.719906E-4 ;  ; 5.6258E-10
3563.311 ;  ;  ; 1.572244E-4 ;  ; 5.67541E-10
3594.453 ;  ;  ; 1.443418E-4 ;  ; 5.72501E-10
3625.595 ;  ;  ; 1.3304E-4 ;  ; 5.77461E-10
3656.737 ;  ;  ; 1.230744E-4 ;  ; 5.82421E-10
3687.879 ;  ;  ; 1.145011E-4 ;  ; 5.87381E-10
3750.163 ;  ;  ; 9.951341E-5 ;  ; 5.97301E-10
3812.447 ;  ;  ; 8.74894E-5 ;  ; 6.07221E-10
3874.731 ;  ;  ; 7.770961E-5 ;  ; 6.17141E-10
3937.015 ;  ;  ; 6.967214E-5 ;  ; 6.27062E-10
4003.452 ;  ;  ; 6.261314E-5 ;  ; 6.37643E-10
4069.889 ;  ;  ; 5.675528E-5 ;  ; 6.48225E-10
4136.326 ;  ;  ; 5.185532E-5 ;  ; 6.58807E-10
4202.762 ;  ;  ; 4.773017E-5 ;  ; 6.69388E-10
4269.199 ;  ;  ; 4.423993E-5 ;  ; 6.7997E-10
4335.635 ;  ;  ; 4.12782E-5 ;  ; 6.90551E-10
4468.508 ;  ;  ; 3.661595E-5 ;  ; 7.11714E-10
4601.381 ;  ;  ; 3.326349E-5 ;  ; 7.32877E-10
4734.254 ;  ;  ; 3.092726E-5 ;  ; 7.54041E-10
4867.127 ;  ;  ; 2.943237E-5 ;  ; 7.75204E-10
5000.0 ;  ;  ; 2.869441E-5 ;  ; 7.96367E-10
5093.951 ;  ;  ; 2.869931E-5 ;  ; 8.11331E-10
5187.901 ;  ;  ; 2.906925E-5 ;  ; 8.26294E-10
5281.851 ;  ;  ; 2.979096E-5 ;  ; 8.41258E-10
5375.801 ;  ;  ; 3.11843E-5 ;  ; 8.56222E-10
5469.751 ;  ;  ; 3.339548E-5 ;  ; 8.71186E-10
5516.726 ;  ;  ; 3.490085E-5 ;  ; 8.78667E-10
5563.701 ;  ;  ; 3.69074E-5 ;  ; 8.86149E-10
5587.189 ;  ;  ; 3.795208E-5 ;  ; 8.8989E-10
5610.676 ;  ;  ; 3.941935E-5 ;  ; 8.93631E-10
5657.651 ;  ;  ; 4.249105E-5 ;  ; 9.01113E-10
5704.626 ;  ;  ; 4.691676E-5 ;  ; 9.08595E-10
5751.601 ;  ;  ; 5.302708E-5 ;  ; 9.16077E-10
5792.449 ;  ;  ; 6.101016E-5 ;  ; 9.22583E-10
5812.873 ;  ;  ; 6.641455E-5 ;  ; 9.25836E-10
5833.297 ;  ;  ; 7.324413E-5 ;  ; 9.29089E-10
5853.721 ;  ;  ; 8.235233E-5 ;  ; 9.32342E-10
5863.933 ;  ;  ; 8.785292E-5 ;  ; 9.33968E-10
5874.145 ;  ;  ; 9.462788E-5 ;  ; 9.35595E-10
5884.357 ;  ;  ; 1.020721E-4 ;  ; 9.37221E-10
5894.569 ;  ;  ; 1.113865E-4 ;  ; 9.38848E-10
5904.781 ;  ;  ; 1.226407E-4 ;  ; 9.40474E-10
5914.992 ;  ;  ; 1.365195E-4 ;  ; 9.42101E-10
5923.162 ;  ;  ; 1.501723E-4 ;  ; 9.43402E-10
5931.332 ;  ;  ; 1.667752E-4 ;  ; 9.44703E-10
5939.502 ;  ;  ; 1.872681E-4 ;  ; 9.46004E-10
5947.671 ;  ;  ; 2.129967E-4 ;  ; 9.47306E-10
5955.841 ;  ;  ; 2.457421E-4 ;  ; 9.48607E-10
5959.926 ;  ;  ; 2.656007E-4 ;  ; 9.49257E-10
5964.01 ;  ;  ; 2.886459E-4 ;  ; 9.49908E-10
5968.095 ;  ;  ; 3.153966E-4 ;  ; 9.50559E-10
5972.18 ;  ;  ; 3.466921E-4 ;  ; 9.51209E-10
5976.265 ;  ;  ; 3.83634E-4 ;  ; 9.5186E-10
5980.349 ;  ;  ; 4.27668E-4 ;  ; 9.5251E-10
5984.179 ;  ;  ; 4.771475E-4 ;  ; 9.5312E-10
5988.008 ;  ;  ; 5.367671E-4 ;  ; 9.5373E-10
5991.838 ;  ;  ; 6.095609E-4 ;  ; 9.5434E-10
5995.667 ;  ;  ; 6.992982E-4 ;  ; 9.5495E-10
5999.497 ;  ;  ; 8.110179E-4 ;  ; 9.5556E-10
6001.412 ;  ;  ; 8.787266E-4 ;  ; 9.55865E-10
6003.326 ;  ;  ; 9.558004E-4 ;  ; 9.5617E-10
6005.241 ;  ;  ; 0.001044122 ;  ; 9.56475E-10
6007.156 ;  ;  ; 0.001145946 ;  ; 9.5678E-10
6009.071 ;  ;  ; 0.001264181 ;  ; 9.57085E-10
6010.985 ;  ;  ; 0.001402492 ;  ; 9.5739E-10
6013.028 ;  ;  ; 0.001577858 ;  ; 9.57715E-10
6015.07 ;  ;  ; 0.001789533 ;  ; 9.5804E-10
6017.113 ;  ;  ; 0.002048587 ;  ; 9.58366E-10
6019.155 ;  ;  ; 0.002369476 ;  ; 9.58691E-10
6021.198 ;  ;  ; 0.002772 ;  ; 9.59016E-10
6022.219 ;  ;  ; 0.003013597 ;  ; 9.59179E-10
6023.24 ;  ;  ; 0.003289967 ;  ; 9.59342E-10
6024.261 ;  ;  ; 0.003607928 ;  ; 9.59504E-10
6025.282 ;  ;  ; 0.003975738 ;  ; 9.59667E-10
6026.303 ;  ;  ; 0.004404141 ;  ; 9.59829E-10
6027.324 ;  ;  ; 0.004907239 ;  ; 9.59992E-10
6028.41 ;  ;  ; 0.005545275 ;  ; 9.60165E-10
6029.495 ;  ;  ; 0.006318265 ;  ; 9.60338E-10
6030.58 ;  ;  ; 0.007268092 ;  ; 9.60511E-10
6031.665 ;  ;  ; 0.008452649 ;  ; 9.60684E-10
6032.208 ;  ;  ; 0.009158588 ;  ; 9.6077E-10
6032.75 ;  ;  ; 0.0099566 ;  ; 9.60856E-10
6033.293 ;  ;  ; 0.01086769 ;  ; 9.60943E-10
6033.835 ;  ;  ; 0.01191134 ;  ; 9.61029E-10
6034.378 ;  ;  ; 0.01312047 ;  ; 9.61116E-10
6034.92 ;  ;  ; 0.01452777 ;  ; 9.61202E-10
6035.463 ;  ;  ; 0.01618677 ;  ; 9.61288E-10
6036.005 ;  ;  ; 0.01815521 ;  ; 9.61375E-10
6036.58 ;  ;  ; 0.02068181 ;  ; 9.61466E-10
6037.154 ;  ;  ; 0.02379752 ;  ; 9.61558E-10
6037.729 ;  ;  ; 0.02773135 ;  ; 9.61649E-10
6038.016 ;  ;  ; 0.03009978 ;  ; 9.61695E-10
6038.303 ;  ;  ; 0.03281731 ;  ; 9.61741E-10
6038.591 ;  ;  ; 0.03598333 ;  ; 9.61787E-10
6038.878 ;  ;  ; 0.03970225 ;  ; 9.61832E-10
6039.165 ;  ;  ; 0.04417387 ;  ; 9.61878E-10
6039.452 ;  ;  ; 0.04969433 ;  ; 9.61924E-10
6039.739 ;  ;  ; 0.05673848 ;  ; 9.6197E-10
6039.883 ;  ;  ; 0.061073 ;  ; 9.61992E-10
6040.026 ;  ;  ; 0.06607713 ;  ; 9.62015E-10
6040.17 ;  ;  ; 0.07199412 ;  ; 9.62038E-10
6040.313 ;  ;  ; 0.07895898 ;  ; 9.62061E-10
6040.457 ;  ;  ; 0.08734497 ;  ; 9.62084E-10
6040.6 ;  ;  ; 0.0973772 ;  ; 9.62107E-10
6040.752 ;  ;  ; 0.110377 ;  ; 9.62131E-10
6040.904 ;  ;  ; 0.1263988 ;  ; 9.62155E-10
6041.056 ;  ;  ; 0.1462119 ;  ; 9.62179E-10
6041.207 ;  ;  ; 0.1705715 ;  ; 9.62203E-10
6041.359 ;  ;  ; 0.200914 ;  ; 9.62228E-10
6041.51 ;  ;  ; 0.2381438 ;  ; 9.62252E-10
6041.662 ;  ;  ; 0.2842831 ;  ; 9.62276E-10
6041.813 ;  ;  ; 0.3404567 ;  ; 9.623E-10
6041.965 ;  ;  ; 0.4093677 ;  ; 9.62324E-10
6042.117 ;  ;  ; 0.492843 ;  ; 9.62348E-10
6042.269 ;  ;  ; 0.5932005 ;  ; 9.62372E-10
6042.42 ;  ;  ; 0.7120009 ;  ; 9.62396E-10
6042.572 ;  ;  ; 0.8532391 ;  ; 9.62421E-10
6042.723 ;  ;  ; 1.017376 ;  ; 9.62445E-10
6042.875 ;  ;  ; 1.208721 ;  ; 9.62469E-10
6043.026 ;  ;  ; 1.426533 ;  ; 9.62493E-10
6043.17 ;  ;  ; 1.661165 ;  ; 9.62516E-10
6043.313 ;  ;  ; 1.920739 ;  ; 9.62539E-10
6043.457 ;  ;  ; 2.208782 ;  ; 9.62562E-10
6043.6 ;  ;  ; 2.520427 ;  ; 9.62584E-10
6043.744 ;  ;  ; 2.85829 ;  ; 9.62607E-10
6043.887 ;  ;  ; 3.215022 ;  ; 9.6263E-10
6044.174 ;  ;  ; 3.979237 ;  ; 9.62676E-10
6044.358 ;  ;  ; 4.487636 ;  ; 9.62705E-10
6044.408 ;  ;  ; 4.626163 ;  ; 9.62713E-10
6044.428 ;  ;  ; 4.681481 ;  ; 9.62716E-10
6044.449 ;  ;  ; 4.739476 ;  ; 9.6272E-10
6044.493 ;  ;  ; 4.860594 ;  ; 9.62727E-10
6044.605 ;  ;  ; 5.165178 ;  ; 9.62745E-10
6044.78 ;  ;  ; 5.623202 ;  ; 9.62772E-10
6045.1 ;  ;  ; 6.361946 ;  ; 9.62823E-10
6045.275 ;  ;  ; 6.687267 ;  ; 9.62851E-10
6045.45 ;  ;  ; 6.941523 ;  ; 9.62879E-10
6045.626 ;  ;  ; 7.115965 ;  ; 9.62907E-10
6045.837 ;  ;  ; 7.208461 ;  ; 9.62941E-10
6045.88 ;  ;  ; 7.211179 ;  ; 9.62948E-10
6045.902 ;  ;  ; 7.210441 ;  ; 9.62951E-10
6045.978 ;  ;  ; 7.196817 ;  ; 9.62963E-10
6046.053 ;  ;  ; 7.166621 ;  ; 9.62975E-10
6046.203 ;  ;  ; 7.057299 ;  ; 9.62999E-10
6046.529 ;  ;  ; 6.610858 ;  ; 9.63051E-10
6046.826 ;  ;  ; 5.997285 ;  ; 9.63098E-10
6047.122 ;  ;  ; 5.25244 ;  ; 9.63145E-10
6047.656 ;  ;  ; 3.787621 ;  ; 9.6323E-10
6047.923 ;  ;  ; 3.087604 ;  ; 9.63273E-10
6048.189 ;  ;  ; 2.455001 ;  ; 9.63315E-10
6048.323 ;  ;  ; 2.167085 ;  ; 9.63337E-10
6048.456 ;  ;  ; 1.903609 ;  ; 9.63358E-10
6048.59 ;  ;  ; 1.661246 ;  ; 9.63379E-10
6048.723 ;  ;  ; 1.443675 ;  ; 9.634E-10
6048.857 ;  ;  ; 1.247195 ;  ; 9.63422E-10
6048.99 ;  ;  ; 1.073913 ;  ; 9.63443E-10
6049.123 ;  ;  ; 0.9211438 ;  ; 9.63464E-10
6049.256 ;  ;  ; 0.7875219 ;  ; 9.63485E-10
6049.39 ;  ;  ; 0.6707172 ;  ; 9.63507E-10
6049.523 ;  ;  ; 0.5708562 ;  ; 9.63528E-10
6049.657 ;  ;  ; 0.4847768 ;  ; 9.63549E-10
6049.79 ;  ;  ; 0.4121422 ;  ; 9.6357E-10
6049.924 ;  ;  ; 0.3502854 ;  ; 9.63592E-10
6050.057 ;  ;  ; 0.2986616 ;  ; 9.63613E-10
6050.19 ;  ;  ; 0.2554217 ;  ; 9.63634E-10
6050.323 ;  ;  ; 0.2193411 ;  ; 9.63655E-10
6050.442 ;  ;  ; 0.1922277 ;  ; 9.63674E-10
6050.561 ;  ;  ; 0.1692689 ;  ; 9.63693E-10
6050.68 ;  ;  ; 0.1498467 ;  ; 9.63712E-10
6050.798 ;  ;  ; 0.1335465 ;  ; 9.63731E-10
6050.917 ;  ;  ; 0.1196244 ;  ; 9.6375E-10
6051.035 ;  ;  ; 0.1079155 ;  ; 9.63769E-10
6051.154 ;  ;  ; 0.09787626 ;  ; 9.63788E-10
6051.272 ;  ;  ; 0.08938558 ;  ; 9.63806E-10
6051.391 ;  ;  ; 0.08205219 ;  ; 9.63825E-10
6051.509 ;  ;  ; 0.07579423 ;  ; 9.63844E-10
6051.746 ;  ;  ; 0.06561737 ;  ; 9.63882E-10
6051.983 ;  ;  ; 0.0578036 ;  ; 9.6392E-10
6052.22 ;  ;  ; 0.05163934 ;  ; 9.63957E-10
6052.457 ;  ;  ; 0.04664518 ;  ; 9.63995E-10
6052.694 ;  ;  ; 0.04250011 ;  ; 9.64033E-10
6052.931 ;  ;  ; 0.03898817 ;  ; 9.64071E-10
6053.168 ;  ;  ; 0.03596221 ;  ; 9.64108E-10
6053.642 ;  ;  ; 0.03098809 ;  ; 9.64184E-10
6054.116 ;  ;  ; 0.02705385 ;  ; 9.64259E-10
6054.561 ;  ;  ; 0.02404031 ;  ; 9.6433E-10
6055.005 ;  ;  ; 0.02153001 ;  ; 9.64401E-10
6055.45 ;  ;  ; 0.01940292 ;  ; 9.64472E-10
6055.894 ;  ;  ; 0.01759017 ;  ; 9.64543E-10
6056.339 ;  ;  ; 0.0160246 ;  ; 9.64613E-10
6056.783 ;  ;  ; 0.01466805 ;  ; 9.64684E-10
6057.228 ;  ;  ; 0.01347896 ;  ; 9.64755E-10
6057.672 ;  ;  ; 0.01243463 ;  ; 9.64826E-10
6058.561 ;  ;  ; 0.01068443 ;  ; 9.64967E-10
6059.45 ;  ;  ; 0.009283967 ;  ; 9.65109E-10
6060.339 ;  ;  ; 0.00814437 ;  ; 9.65251E-10
6061.228 ;  ;  ; 0.007204469 ;  ; 9.65392E-10
6062.058 ;  ;  ; 0.006468207 ;  ; 9.65524E-10
6062.888 ;  ;  ; 0.005840811 ;  ; 9.65657E-10
6063.718 ;  ;  ; 0.005301737 ;  ; 9.65789E-10
6064.548 ;  ;  ; 0.00483506 ;  ; 9.65921E-10
6065.378 ;  ;  ; 0.00442833 ;  ; 9.66053E-10
6066.208 ;  ;  ; 0.004071752 ;  ; 9.66185E-10
6067.867 ;  ;  ; 0.003479911 ;  ; 9.6645E-10
6069.527 ;  ;  ; 0.003011686 ;  ; 9.66714E-10
6071.187 ;  ;  ; 0.002632699 ;  ; 9.66978E-10
6072.847 ;  ;  ; 0.002321004 ;  ; 9.67243E-10
6074.506 ;  ;  ; 0.002062544 ;  ; 9.67507E-10
6076.048 ;  ;  ; 0.001860035 ;  ; 9.67753E-10
6077.589 ;  ;  ; 0.001686818 ;  ; 9.67998E-10
6079.13 ;  ;  ; 0.001537398 ;  ; 9.68243E-10
6080.671 ;  ;  ; 0.001407602 ;  ; 9.68489E-10
6082.212 ;  ;  ; 0.001294135 ;  ; 9.68734E-10
6083.753 ;  ;  ; 0.001194368 ;  ; 9.6898E-10
6086.835 ;  ;  ; 0.001027844 ;  ; 9.69471E-10
6089.917 ;  ;  ; 8.954856E-4 ;  ; 9.69961E-10
6092.999 ;  ;  ; 7.896711E-4 ;  ; 9.70452E-10
6096.081 ;  ;  ; 7.016023E-4 ;  ; 9.70943E-10
6099.163 ;  ;  ; 6.283224E-4 ;  ; 9.71434E-10
6102.483 ;  ;  ; 5.625515E-4 ;  ; 9.71963E-10
6105.802 ;  ;  ; 5.075378E-4 ;  ; 9.72492E-10
6109.121 ;  ;  ; 4.61043E-4 ;  ; 9.7302E-10
6112.44 ;  ;  ; 4.213981E-4 ;  ; 9.73549E-10
6115.76 ;  ;  ; 3.873216E-4 ;  ; 9.74078E-10
6119.079 ;  ;  ; 3.578459E-4 ;  ; 9.74606E-10
6125.717 ;  ;  ; 3.097148E-4 ;  ; 9.75664E-10
6132.356 ;  ;  ; 2.731951E-4 ;  ; 9.76721E-10
6138.994 ;  ;  ; 2.434507E-4 ;  ; 9.77778E-10
6145.632 ;  ;  ; 2.196626E-4 ;  ; 9.78835E-10
6152.27 ;  ;  ; 2.004212E-4 ;  ; 9.79893E-10
6160.806 ;  ;  ; 1.806632E-4 ;  ; 9.81252E-10
6169.341 ;  ;  ; 1.651097E-4 ;  ; 9.82612E-10
6177.876 ;  ;  ; 1.526803E-4 ;  ; 9.83971E-10
6186.411 ;  ;  ; 1.429663E-4 ;  ; 9.8533E-10
6194.946 ;  ;  ; 1.347021E-4 ;  ; 9.8669E-10
6203.481 ;  ;  ; 1.280808E-4 ;  ; 9.88049E-10
6212.016 ;  ;  ; 1.223382E-4 ;  ; 9.89409E-10
6220.551 ;  ;  ; 1.180194E-4 ;  ; 9.90768E-10
6237.621 ;  ;  ; 1.112243E-4 ;  ; 9.93487E-10
6254.691 ;  ;  ; 1.067421E-4 ;  ; 9.96206E-10
6288.831 ;  ;  ; 1.025642E-4 ;  ; 1.001643E-9
6330.559 ;  ;  ; 1.033287E-4 ;  ; 1.00829E-9
6351.423 ;  ;  ; 1.050963E-4 ;  ; 1.011612E-9
6372.286 ;  ;  ; 1.081188E-4 ;  ; 1.014935E-9
6414.013 ;  ;  ; 1.165212E-4 ;  ; 1.021581E-9
6455.74 ;  ;  ; 1.288068E-4 ;  ; 1.028227E-9
6497.468 ;  ;  ; 1.449943E-4 ;  ; 1.034873E-9
6539.195 ;  ;  ; 1.668216E-4 ;  ; 1.041519E-9
6560.059 ;  ;  ; 1.799089E-4 ;  ; 1.044842E-9
6580.922 ;  ;  ; 1.957665E-4 ;  ; 1.048165E-9
6601.786 ;  ;  ; 2.137338E-4 ;  ; 1.051488E-9
6622.649 ;  ;  ; 2.340392E-4 ;  ; 1.054811E-9
6645.41 ;  ;  ; 2.616742E-4 ;  ; 1.058437E-9
6668.17 ;  ;  ; 2.933439E-4 ;  ; 1.062062E-9
6690.93 ;  ;  ; 3.331439E-4 ;  ; 1.065687E-9
6713.69 ;  ;  ; 3.81435E-4 ;  ; 1.069312E-9
6736.451 ;  ;  ; 4.428783E-4 ;  ; 1.072937E-9
6759.211 ;  ;  ; 5.197088E-4 ;  ; 1.076562E-9
6770.591 ;  ;  ; 5.671967E-4 ;  ; 1.078375E-9
6781.971 ;  ;  ; 6.215882E-4 ;  ; 1.080188E-9
6793.351 ;  ;  ; 6.834153E-4 ;  ; 1.082E-9
6804.731 ;  ;  ; 7.545113E-4 ;  ; 1.083812E-9
6817.06 ;  ;  ; 8.47536E-4 ;  ; 1.085776E-9
6829.388 ;  ;  ; 9.597578E-4 ;  ; 1.08774E-9
6841.717 ;  ;  ; 0.001090431 ;  ; 1.089703E-9
6854.045 ;  ;  ; 0.001255701 ;  ; 1.091667E-9
6866.374 ;  ;  ; 0.001460876 ;  ; 1.09363E-9
6872.538 ;  ;  ; 0.001583281 ;  ; 1.094612E-9
6878.702 ;  ;  ; 0.001722676 ;  ; 1.095594E-9
6884.867 ;  ;  ; 0.001881682 ;  ; 1.096576E-9
6891.031 ;  ;  ; 0.002063128 ;  ; 1.097558E-9
6897.195 ;  ;  ; 0.002271358 ;  ; 1.09854E-9
6903.359 ;  ;  ; 0.002513273 ;  ; 1.099521E-9
6909.998 ;  ;  ; 0.0028217 ;  ; 1.100578E-9
6916.636 ;  ;  ; 0.003192054 ;  ; 1.101636E-9
6923.275 ;  ;  ; 0.003641308 ;  ; 1.102693E-9
6929.913 ;  ;  ; 0.004178139 ;  ; 1.10375E-9
6936.552 ;  ;  ; 0.004858878 ;  ; 1.104808E-9
6939.871 ;  ;  ; 0.00526369 ;  ; 1.105337E-9
6943.19 ;  ;  ; 0.005721478 ;  ; 1.105865E-9
