Incident energy ; MT=16 : (z,2n) ; MT=17 : (z,3n) ; MT=18 : (z,fission) ; MT=41 : (z,2n+p) ; MT=28 : (z,n+p) ; MT=102 : (z,γ) ; MT=103 : (z,p)
Incident energy ;  ;  ;  ;  ;  ;  ; 
Incident energy ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E) ; σ(E)
78.7685 ;  ;  ; 0.001774803 ;  ;  ; 12.64352 ; 
78.77833 ;  ;  ; 0.001672623 ;  ;  ; 11.93618 ; 
78.78816 ;  ;  ; 0.001588805 ;  ;  ; 11.37698 ; 
78.79799 ;  ;  ; 0.001523296 ;  ;  ; 10.96444 ; 
78.80782 ;  ;  ; 0.001475947 ;  ;  ; 10.69643 ; 
78.81765 ;  ;  ; 0.001446526 ;  ;  ; 10.57025 ; 
78.83076 ;  ;  ; 0.001434644 ;  ;  ; 10.61714 ; 
78.84387 ;  ;  ; 0.001453169 ;  ;  ; 10.90176 ; 
78.85698 ;  ;  ; 0.00150095 ;  ;  ; 11.41374 ; 
78.87008 ;  ;  ; 0.001576525 ;  ;  ; 12.14034 ; 
78.88538 ;  ;  ; 0.001697762 ;  ;  ; 13.24207 ; 
78.90067 ;  ;  ; 0.001851324 ;  ;  ; 14.58998 ; 
78.91597 ;  ;  ; 0.002033505 ;  ;  ; 16.15387 ; 
78.93126 ;  ;  ; 0.002239392 ;  ;  ; 17.89382 ; 
78.99243 ;  ;  ; 0.003180421 ;  ;  ; 25.65579 ; 
79.01865 ;  ;  ; 0.0035619 ;  ;  ; 28.74378 ; 
79.04486 ;  ;  ; 0.003874146 ;  ;  ; 31.24588 ; 
79.06016 ;  ;  ; 0.004010606 ;  ;  ; 32.32807 ; 
79.07545 ;  ;  ; 0.004106359 ;  ;  ; 33.07804 ; 
79.1 ;  ;  ; 0.004165976 ;  ;  ; 33.52045 ; 
79.11767 ;  ;  ; 0.004133792 ;  ;  ; 33.23554 ; 
79.13765 ;  ;  ; 0.004022994 ;  ;  ; 32.3199 ; 
79.15762 ;  ;  ; 0.00383954 ;  ;  ; 30.82876 ; 
79.18755 ;  ;  ; 0.003452463 ;  ;  ; 27.71473 ; 
79.21748 ;  ;  ; 0.002974103 ;  ;  ; 23.89809 ; 
79.2736 ;  ;  ; 0.002013036 ;  ;  ; 16.30867 ; 
79.30166 ;  ;  ; 0.001575032 ;  ;  ; 12.88787 ; 
79.31569 ;  ;  ; 0.001377505 ;  ;  ; 11.3556 ; 
79.32971 ;  ;  ; 0.001196595 ;  ;  ; 9.959534 ; 
79.35029 ;  ;  ; 9.623365E-4 ;  ;  ; 8.165265 ; 
79.36058 ;  ;  ; 8.592416E-4 ;  ;  ; 7.381961 ; 
79.37087 ;  ;  ; 7.652914E-4 ;  ;  ; 6.672576 ; 
79.38116 ;  ;  ; 6.801832E-4 ;  ;  ; 6.034512 ; 
79.39145 ;  ;  ; 6.035254E-4 ;  ;  ; 5.464485 ; 
79.40174 ;  ;  ; 5.348583E-4 ;  ;  ; 4.958695 ; 
79.41203 ;  ;  ; 4.736747E-4 ;  ;  ; 4.512986 ; 
79.42232 ;  ;  ; 4.194377E-4 ;  ;  ; 4.122989 ; 
79.43261 ;  ;  ; 3.715971E-4 ;  ;  ; 3.784256 ; 
79.4429 ;  ;  ; 3.296033E-4 ;  ;  ; 3.492365 ; 
79.45319 ;  ;  ; 2.929196E-4 ;  ;  ; 3.24302 ; 
79.46348 ;  ;  ; 2.610319E-4 ;  ;  ; 3.032125 ; 
79.47377 ;  ;  ; 2.334564E-4 ;  ;  ; 2.855846 ; 
79.48406 ;  ;  ; 2.097456E-4 ;  ;  ; 2.710656 ; 
79.49434 ;  ;  ; 1.89511E-4 ;  ;  ; 2.593472 ; 
79.50276 ;  ;  ; 1.752541E-4 ;  ;  ; 2.51626 ; 
79.51118 ;  ;  ; 1.628932E-4 ;  ;  ; 2.454485 ; 
79.5196 ;  ;  ; 1.522735E-4 ;  ;  ; 2.406968 ; 
79.52802 ;  ;  ; 1.432617E-4 ;  ;  ; 2.372707 ; 
79.53644 ;  ;  ; 1.357461E-4 ;  ;  ; 2.350882 ; 
79.54486 ;  ;  ; 1.296372E-4 ;  ;  ; 2.340851 ; 
79.55328 ;  ;  ; 1.248676E-4 ;  ;  ; 2.342159 ; 
79.56169 ;  ;  ; 1.213958E-4 ;  ;  ; 2.354516 ; 
79.57011 ;  ;  ; 1.191918E-4 ;  ;  ; 2.377876 ; 
79.57853 ;  ;  ; 1.182626E-4 ;  ;  ; 2.41235 ; 
79.58695 ;  ;  ; 1.186348E-4 ;  ;  ; 2.458263 ; 
79.59536 ;  ;  ; 1.203579E-4 ;  ;  ; 2.51608 ; 
79.60378 ;  ;  ; 1.235157E-4 ;  ;  ; 2.586704 ; 
79.6122 ;  ;  ; 1.282154E-4 ;  ;  ; 2.671081 ; 
79.62062 ;  ;  ; 1.345963E-4 ;  ;  ; 2.770473 ; 
79.62903 ;  ;  ; 1.428199E-4 ;  ;  ; 2.88627 ; 
79.63932 ;  ;  ; 1.55703E-4 ;  ;  ; 3.053113 ; 
79.64961 ;  ;  ; 1.721244E-4 ;  ;  ; 3.251424 ; 
79.6599 ;  ;  ; 1.926348E-4 ;  ;  ; 3.485965 ; 
79.67019 ;  ;  ; 2.178859E-4 ;  ;  ; 3.76233 ; 
79.68048 ;  ;  ; 2.48639E-4 ;  ;  ; 4.087011 ; 
79.69077 ;  ;  ; 2.857719E-4 ;  ;  ; 4.467453 ; 
79.70106 ;  ;  ; 3.302862E-4 ;  ;  ; 4.912103 ; 
79.71134 ;  ;  ; 3.832561E-4 ;  ;  ; 5.429903 ; 
79.72163 ;  ;  ; 4.460448E-4 ;  ;  ; 6.032389 ; 
79.73192 ;  ;  ; 5.199977E-4 ;  ;  ; 6.730668 ; 
79.74221 ;  ;  ; 6.066342E-4 ;  ;  ; 7.537311 ; 
79.7525 ;  ;  ; 7.075924E-4 ;  ;  ; 8.465804 ; 
79.76279 ;  ;  ; 8.246152E-4 ;  ;  ; 9.530415 ; 
79.77308 ;  ;  ; 9.595299E-4 ;  ;  ; 10.74602 ; 
79.78337 ;  ;  ; 0.001114222 ;  ;  ; 12.12787 ; 
79.79365 ;  ;  ; 0.001290417 ;  ;  ; 13.68968 ; 
79.80769 ;  ;  ; 0.001569435 ;  ;  ; 16.14262 ; 
79.82172 ;  ;  ; 0.001896664 ;  ;  ; 18.99526 ; 
79.83575 ;  ;  ; 0.002276357 ;  ;  ; 22.28045 ; 
79.84978 ;  ;  ; 0.002711786 ;  ;  ; 26.02227 ; 
79.86381 ;  ;  ; 0.003205091 ;  ;  ; 30.23494 ; 
79.87784 ;  ;  ; 0.00375694 ;  ;  ; 34.92005 ; 
79.89187 ;  ;  ; 0.004366211 ;  ;  ; 40.064 ; 
79.9059 ;  ;  ; 0.005029697 ;  ;  ; 45.63567 ; 
79.92648 ;  ;  ; 0.006088893 ;  ;  ; 54.47226 ; 
79.94705 ;  ;  ; 0.007224852 ;  ;  ; 63.87498 ; 
79.9882 ;  ;  ; 0.009567294 ;  ;  ; 83.01168 ; 
80.01252 ;  ;  ; 0.01086081 ;  ;  ; 93.39578 ; 
80.03684 ;  ;  ; 0.01197172 ;  ;  ; 102.1431 ; 
80.05555 ;  ;  ; 0.01264618 ;  ;  ; 107.3063 ; 
80.07425 ;  ;  ; 0.01312646 ;  ;  ; 110.8112 ; 
80.1 ;  ;  ; 0.01342805 ;  ;  ; 112.6061 ; 
80.10826 ;  ;  ; 0.01343183 ;  ;  ; 112.4064 ; 
80.12728 ;  ;  ; 0.01326854 ;  ;  ; 110.525 ; 
80.14629 ;  ;  ; 0.01287545 ;  ;  ; 106.7617 ; 
80.16883 ;  ;  ; 0.01214317 ;  ;  ; 100.1475 ; 
80.19136 ;  ;  ; 0.01117585 ;  ;  ; 91.66785 ; 
80.23297 ;  ;  ; 0.009005397 ;  ;  ; 73.09259 ; 
80.27457 ;  ;  ; 0.006717598 ;  ;  ; 53.90682 ; 
80.29364 ;  ;  ; 0.005733928 ;  ;  ; 45.75905 ; 
80.31271 ;  ;  ; 0.004827091 ;  ;  ; 38.30354 ; 
80.33178 ;  ;  ; 0.004012492 ;  ;  ; 31.6576 ; 
80.35085 ;  ;  ; 0.003297952 ;  ;  ; 25.87563 ; 
80.36992 ;  ;  ; 0.002684739 ;  ;  ; 20.95837 ; 
80.37946 ;  ;  ; 0.002414929 ;  ;  ; 18.81137 ; 
80.38899 ;  ;  ; 0.002168919 ;  ;  ; 16.86466 ; 
80.39853 ;  ;  ; 0.001945132 ;  ;  ; 15.10453 ; 
80.40806 ;  ;  ; 0.001742834 ;  ;  ; 13.52396 ; 
80.41759 ;  ;  ; 0.001560475 ;  ;  ; 12.10959 ; 
80.42712 ;  ;  ; 0.00139669 ;  ;  ; 10.84957 ; 
80.44099 ;  ;  ; 0.00118863 ;  ;  ; 9.266853 ; 
80.45486 ;  ;  ; 0.001012671 ;  ;  ; 7.949185 ; 
80.46873 ;  ;  ; 8.646776E-4 ;  ;  ; 6.861684 ; 
80.4826 ;  ;  ; 7.407836E-4 ;  ;  ; 5.971999 ; 
80.49647 ;  ;  ; 6.3747E-4 ;  ;  ; 5.250934 ; 
80.51034 ;  ;  ; 5.516174E-4 ;  ;  ; 4.672818 ; 
80.52421 ;  ;  ; 4.805309E-4 ;  ;  ; 4.215675 ; 
80.53807 ;  ;  ; 4.219855E-4 ;  ;  ; 3.861454 ; 
80.55194 ;  ;  ; 3.740594E-4 ;  ;  ; 3.594986 ; 
80.56581 ;  ;  ; 3.353716E-4 ;  ;  ; 3.405348 ; 
80.57968 ;  ;  ; 3.048867E-4 ;  ;  ; 3.284584 ; 
80.59354 ;  ;  ; 2.819564E-4 ;  ;  ; 3.227823 ; 
80.60741 ;  ;  ; 2.662406E-4 ;  ;  ; 3.232962 ; 
80.62128 ;  ;  ; 2.577896E-4 ;  ;  ; 3.300738 ; 
80.63515 ;  ;  ; 2.569593E-4 ;  ;  ; 3.434349 ; 
80.64901 ;  ;  ; 2.644081E-4 ;  ;  ; 3.639184 ; 
80.65812 ;  ;  ; 2.742635E-4 ;  ;  ; 3.816295 ; 
80.66722 ;  ;  ; 2.884249E-4 ;  ;  ; 4.029917 ; 
80.67632 ;  ;  ; 3.072879E-4 ;  ;  ; 4.283222 ; 
80.68542 ;  ;  ; 3.312851E-4 ;  ;  ; 4.579502 ; 
80.69452 ;  ;  ; 3.608905E-4 ;  ;  ; 4.922312 ; 
80.70362 ;  ;  ; 3.966141E-4 ;  ;  ; 5.315408 ; 
80.71272 ;  ;  ; 4.389957E-4 ;  ;  ; 5.762701 ; 
80.72182 ;  ;  ; 4.885974E-4 ;  ;  ; 6.268177 ; 
80.73092 ;  ;  ; 5.459947E-4 ;  ;  ; 6.835831 ; 
80.74002 ;  ;  ; 6.117667E-4 ;  ;  ; 7.469574 ; 
80.74912 ;  ;  ; 6.864841E-4 ;  ;  ; 8.173141 ; 
80.75822 ;  ;  ; 7.70697E-4 ;  ;  ; 8.949986 ; 
80.76732 ;  ;  ; 8.649208E-4 ;  ;  ; 9.803175 ; 
80.77642 ;  ;  ; 9.696215E-4 ;  ;  ; 10.73527 ; 
80.78552 ;  ;  ; 0.0010852 ;  ;  ; 11.74821 ; 
80.79462 ;  ;  ; 0.001211977 ;  ;  ; 12.8432 ; 
80.80155 ;  ;  ; 0.001316175 ;  ;  ; 13.73237 ; 
80.81282 ;  ;  ; 0.001499905 ;  ;  ; 15.27977 ; 
80.82409 ;  ;  ; 0.001701289 ;  ;  ; 16.94998 ; 
80.84662 ;  ;  ; 0.002155103 ;  ;  ; 20.63171 ; 
80.86569 ;  ;  ; 0.002587899 ;  ;  ; 24.05386 ; 
80.88476 ;  ;  ; 0.003057118 ;  ;  ; 27.67808 ; 
80.9229 ;  ;  ; 0.004057553 ;  ;  ; 35.12407 ; 
80.96103 ;  ;  ; 0.00503765 ;  ;  ; 42.0086 ; 
80.97924 ;  ;  ; 0.00545885 ;  ;  ; 44.80082 ; 
80.99744 ;  ;  ; 0.005830116 ;  ;  ; 47.13645 ; 
81.01978 ;  ;  ; 0.006200499 ;  ;  ; 49.27202 ; 
81.03 ;  ;  ; 0.006334266 ;  ;  ; 49.95635 ; 
81.03256 ;  ;  ; 0.006364046 ;  ;  ; 50.09799 ; 
81.03895 ;  ;  ; 0.006431714 ;  ;  ; 50.39902 ; 
81.04533 ;  ;  ; 0.00648965 ;  ;  ; 50.62454 ; 
81.05911 ;  ;  ; 0.006581489 ;  ;  ; 50.85677 ; 
81.07288 ;  ;  ; 0.006627644 ;  ;  ; 50.74753 ; 
81.09655 ;  ;  ; 0.006603119 ;  ;  ; 49.80922 ; 
81.12021 ;  ;  ; 0.006456883 ;  ;  ; 48.02926 ; 
81.14513 ;  ;  ; 0.006189464 ;  ;  ; 45.41449 ; 
81.1551 ;  ;  ; 0.006054992 ;  ;  ; 44.19898 ; 
81.17628 ;  ;  ; 0.005727101 ;  ;  ; 41.37349 ; 
81.19745 ;  ;  ; 0.005354455 ;  ;  ; 38.31081 ; 
81.20741 ;  ;  ; 0.005167726 ;  ;  ; 36.81638 ; 
81.23 ;  ;  ; 0.004726373 ;  ;  ; 33.36103 ; 
81.24759 ;  ;  ; 0.004372987 ;  ;  ; 30.65377 ; 
81.27826 ;  ;  ; 0.003755558 ;  ;  ; 26.01223 ; 
81.3044 ;  ;  ; 0.003244819 ;  ;  ; 22.23119 ; 
81.33054 ;  ;  ; 0.002762383 ;  ;  ; 18.69064 ; 
81.36272 ;  ;  ; 0.002222398 ;  ;  ; 14.74976 ; 
81.37881 ;  ;  ; 0.001978768 ;  ;  ; 12.9768 ; 
81.39489 ;  ;  ; 0.001754401 ;  ;  ; 11.34636 ; 
81.41098 ;  ;  ; 0.001549645 ;  ;  ; 9.860576 ; 
81.42707 ;  ;  ; 0.001364841 ;  ;  ; 8.521879 ; 
81.44316 ;  ;  ; 0.001199771 ;  ;  ; 7.328826 ; 
81.45924 ;  ;  ; 0.001053924 ;  ;  ; 6.27789 ; 
81.47081 ;  ;  ; 9.602984E-4 ;  ;  ; 5.605555 ; 
81.48237 ;  ;  ; 8.757297E-4 ;  ;  ; 5.000429 ; 
81.49394 ;  ;  ; 7.995793E-4 ;  ;  ; 4.457904 ; 
81.5055 ;  ;  ; 7.314427E-4 ;  ;  ; 3.975009 ; 
81.51707 ;  ;  ; 6.706346E-4 ;  ;  ; 3.546739 ; 
81.52863 ;  ;  ; 6.166759E-4 ;  ;  ; 3.169517 ; 
81.54019 ;  ;  ; 5.689225E-4 ;  ;  ; 2.838575 ; 
81.55175 ;  ;  ; 5.267924E-4 ;  ;  ; 2.549568 ; 
81.56332 ;  ;  ; 4.896893E-4 ;  ;  ; 2.298048 ; 
81.57488 ;  ;  ; 4.571351E-4 ;  ;  ; 2.08037 ; 
81.58644 ;  ;  ; 4.285841E-4 ;  ;  ; 1.892441 ; 
81.598 ;  ;  ; 4.035601E-4 ;  ;  ; 1.730657 ; 
81.60957 ;  ;  ; 3.816067E-4 ;  ;  ; 1.591585 ; 
81.62113 ;  ;  ; 3.62363E-4 ;  ;  ; 1.472436 ; 
81.63269 ;  ;  ; 3.454499E-4 ;  ;  ; 1.370353 ; 
81.64425 ;  ;  ; 3.305479E-4 ;  ;  ; 1.282907 ; 
81.66738 ;  ;  ; 3.056749E-4 ;  ;  ; 1.143563 ; 
81.6905 ;  ;  ; 2.859173E-4 ;  ;  ; 1.040479 ; 
81.71363 ;  ;  ; 2.698848E-4 ;  ;  ; 0.9631572 ; 
81.73675 ;  ;  ; 2.565987E-4 ;  ;  ; 0.9041835 ; 
81.75988 ;  ;  ; 2.453448E-4 ;  ;  ; 0.858252 ; 
81.783 ;  ;  ; 2.356423E-4 ;  ;  ; 0.8217823 ; 
81.82925 ;  ;  ; 2.196183E-4 ;  ;  ; 0.7680821 ; 
81.87752 ;  ;  ; 2.063673E-4 ;  ;  ; 0.7300631 ; 
81.92578 ;  ;  ; 1.957379E-4 ;  ;  ; 0.7043351 ; 
81.97404 ;  ;  ; 1.87215E-4 ;  ;  ; 0.687756 ; 
82.0223 ;  ;  ; 1.804965E-4 ;  ;  ; 0.6786046 ; 
82.11883 ;  ;  ; 1.718135E-4 ;  ;  ; 0.6790523 ; 
82.21535 ;  ;  ; 1.690567E-4 ;  ;  ; 0.7023416 ; 
82.28775 ;  ;  ; 1.710018E-4 ;  ;  ; 0.7353351 ; 
82.36014 ;  ;  ; 1.76837E-4 ;  ;  ; 0.783692 ; 
82.43253 ;  ;  ; 1.873411E-4 ;  ;  ; 0.8509766 ; 
82.50492 ;  ;  ; 2.038042E-4 ;  ;  ; 0.9431227 ; 
82.54112 ;  ;  ; 2.148929E-4 ;  ;  ; 1.001417 ; 
82.57731 ;  ;  ; 2.283716E-4 ;  ;  ; 1.070157 ; 
82.61351 ;  ;  ; 2.44773E-4 ;  ;  ; 1.151925 ; 
82.6497 ;  ;  ; 2.64818E-4 ;  ;  ; 1.250321 ; 
82.6859 ;  ;  ; 2.895785E-4 ;  ;  ; 1.370926 ; 
82.72209 ;  ;  ; 3.206709E-4 ;  ;  ; 1.522649 ; 
82.75829 ;  ;  ; 3.607757E-4 ;  ;  ; 1.721207 ; 
82.77639 ;  ;  ; 3.855216E-4 ;  ;  ; 1.846195 ; 
82.79448 ;  ;  ; 4.144359E-4 ;  ;  ; 1.995069 ; 
82.81158 ;  ;  ; 4.466187E-4 ;  ;  ; 2.164546 ; 
82.82867 ;  ;  ; 4.847532E-4 ;  ;  ; 2.370476 ; 
82.84577 ;  ;  ; 5.304932E-4 ;  ;  ; 2.624372 ; 
82.86286 ;  ;  ; 5.858508E-4 ;  ;  ; 2.940705 ; 
82.87996 ;  ;  ; 6.535143E-4 ;  ;  ; 3.338962 ; 
82.89705 ;  ;  ; 7.366837E-4 ;  ;  ; 3.843001 ; 
82.91414 ;  ;  ; 8.394242E-4 ;  ;  ; 4.483446 ; 
82.93123 ;  ;  ; 9.665921E-4 ;  ;  ; 5.297586 ; 
82.93978 ;  ;  ; 0.001041136 ;  ;  ; 5.783762 ; 
82.94833 ;  ;  ; 0.001124009 ;  ;  ; 6.330789 ; 
82.95688 ;  ;  ; 0.001216058 ;  ;  ; 6.945441 ; 
82.96542 ;  ;  ; 0.001318054 ;  ;  ; 7.63409 ; 
82.97397 ;  ;  ; 0.001431171 ;  ;  ; 8.405982 ; 
82.98251 ;  ;  ; 0.001556112 ;  ;  ; 9.267303 ; 
82.99106 ;  ;  ; 0.001694166 ;  ;  ; 10.22838 ; 
82.9996 ;  ;  ; 0.001846015 ;  ;  ; 11.29551 ; 
83.0167 ;  ;  ; 0.002196021 ;  ;  ; 13.789 ; 
83.03379 ;  ;  ; 0.0026135 ;  ;  ; 16.81385 ; 
83.05088 ;  ;  ; 0.003105557 ;  ;  ; 20.43627 ; 
83.06797 ;  ;  ; 0.003677548 ;  ;  ; 24.7116 ; 
83.08406 ;  ;  ; 0.00429186 ;  ;  ; 29.36923 ; 
83.10015 ;  ;  ; 0.004979697 ;  ;  ; 34.65604 ; 
83.11624 ;  ;  ; 0.005738016 ;  ;  ; 40.5649 ; 
83.13232 ;  ;  ; 0.00655977 ;  ;  ; 47.05813 ; 
83.1645 ;  ;  ; 0.008351304 ;  ;  ; 61.53613 ; 
83.19667 ;  ;  ; 0.01022714 ;  ;  ; 77.2166 ; 
83.22885 ;  ;  ; 0.01201602 ;  ;  ; 92.83183 ; 
83.26102 ;  ;  ; 0.01352908 ;  ;  ; 106.8927 ; 
83.28113 ;  ;  ; 0.01426168 ;  ;  ; 114.2761 ; 
83.31187 ;  ;  ; 0.01499583 ;  ;  ; 122.8106 ; 
83.33 ;  ;  ; 0.0152009 ;  ;  ; 126.133 ; 
83.33778 ;  ;  ; 0.01523898 ;  ;  ; 127.1679 ; 
83.36286 ;  ;  ; 0.0151788 ;  ;  ; 129.0052 ; 
83.39116 ;  ;  ; 0.01484676 ;  ;  ; 128.7442 ; 
83.43562 ;  ;  ; 0.0140668 ;  ;  ; 125.2971 ; 
83.47401 ;  ;  ; 0.01347239 ;  ;  ; 121.5878 ; 
83.48412 ;  ;  ; 0.0133584 ;  ;  ; 120.7119 ; 
83.48614 ;  ;  ; 0.01333815 ;  ;  ; 120.545 ; 
83.49271 ;  ;  ; 0.01327818 ;  ;  ; 120.0213 ; 
83.49928 ;  ;  ; 0.01322721 ;  ;  ; 119.5273 ; 
83.51241 ;  ;  ; 0.01315126 ;  ;  ; 118.6238 ; 
83.55687 ;  ;  ; 0.01308235 ;  ;  ; 115.9722 ; 
83.59123 ;  ;  ; 0.01305761 ;  ;  ; 113.2757 ; 
83.59325 ;  ;  ; 0.01305204 ;  ;  ; 113.069 ; 
83.59923 ;  ;  ; 0.01303119 ;  ;  ; 112.4154 ; 
83.6052 ;  ;  ; 0.01300309 ;  ;  ; 111.6963 ; 
83.61714 ;  ;  ; 0.01292141 ;  ;  ; 110.0374 ; 
83.63 ;  ;  ; 0.01278919 ;  ;  ; 107.8872 ; 
83.63258 ;  ;  ; 0.01275655 ;  ;  ; 107.4074 ; 
83.6403 ;  ;  ; 0.01264583 ;  ;  ; 105.8713 ; 
83.66603 ;  ;  ; 0.0121273 ;  ;  ; 99.63967 ; 
83.68698 ;  ;  ; 0.01153099 ;  ;  ; 93.33421 ; 
83.70792 ;  ;  ; 0.0107891 ;  ;  ; 86.06701 ; 
83.74541 ;  ;  ; 0.009178009 ;  ;  ; 71.39447 ; 
83.78289 ;  ;  ; 0.007383041 ;  ;  ; 56.04937 ; 
83.82038 ;  ;  ; 0.005624057 ;  ;  ; 41.68837 ; 
83.83912 ;  ;  ; 0.004815894 ;  ;  ; 35.28145 ; 
83.85786 ;  ;  ; 0.004076158 ;  ;  ; 29.52132 ; 
83.87661 ;  ;  ; 0.003413532 ;  ;  ; 24.45126 ; 
83.89535 ;  ;  ; 0.002832662 ;  ;  ; 20.08408 ; 
83.91409 ;  ;  ; 0.002332734 ;  ;  ; 16.39256 ; 
83.92346 ;  ;  ; 0.002112019 ;  ;  ; 14.78585 ; 
83.93283 ;  ;  ; 0.001909869 ;  ;  ; 13.3286 ; 
83.94496 ;  ;  ; 0.001674336 ;  ;  ; 11.65035 ; 
83.95709 ;  ;  ; 0.001466382 ;  ;  ; 10.18904 ; 
83.96922 ;  ;  ; 0.001283763 ;  ;  ; 8.924588 ; 
83.98134 ;  ;  ; 0.001124279 ;  ;  ; 7.837676 ; 
83.99347 ;  ;  ; 9.853491E-4 ;  ;  ; 6.906849 ; 
84.0056 ;  ;  ; 8.648495E-4 ;  ;  ; 6.114286 ; 
84.01773 ;  ;  ; 7.606224E-4 ;  ;  ; 5.442386 ; 
84.02985 ;  ;  ; 6.707175E-4 ;  ;  ; 4.87537 ; 
84.04198 ;  ;  ; 5.931293E-4 ;  ;  ; 4.397618 ; 
84.05411 ;  ;  ; 5.262528E-4 ;  ;  ; 3.996499 ; 
84.06624 ;  ;  ; 4.685807E-4 ;  ;  ; 3.660419 ; 
84.07836 ;  ;  ; 4.188199E-4 ;  ;  ; 3.379482 ; 
84.09049 ;  ;  ; 3.75726E-4 ;  ;  ; 3.144523 ; 
84.10262 ;  ;  ; 3.383378E-4 ;  ;  ; 2.948369 ; 
84.11475 ;  ;  ; 3.057955E-4 ;  ;  ; 2.784759 ; 
84.12687 ;  ;  ; 2.773916E-4 ;  ;  ; 2.64857 ; 
84.14451 ;  ;  ; 2.421631E-4 ;  ;  ; 2.490422 ; 
84.16215 ;  ;  ; 2.12864E-4 ;  ;  ; 2.370735 ; 
84.17979 ;  ;  ; 1.883726E-4 ;  ;  ; 2.282056 ; 
84.19743 ;  ;  ; 1.678814E-4 ;  ;  ; 2.219284 ; 
84.21507 ;  ;  ; 1.508447E-4 ;  ;  ; 2.179268 ; 
84.23271 ;  ;  ; 1.369433E-4 ;  ;  ; 2.160536 ; 
84.25035 ;  ;  ; 1.260655E-4 ;  ;  ; 2.163169 ; 
84.26799 ;  ;  ; 1.183058E-4 ;  ;  ; 2.188809 ; 
84.28453 ;  ;  ; 1.141402E-4 ;  ;  ; 2.236697 ; 
84.30107 ;  ;  ; 1.134524E-4 ;  ;  ; 2.312048 ; 
84.30934 ;  ;  ; 1.146183E-4 ;  ;  ; 2.36185 ; 
84.31761 ;  ;  ; 1.169324E-4 ;  ;  ; 2.420965 ; 
84.32588 ;  ;  ; 1.205239E-4 ;  ;  ; 2.490491 ; 
84.33414 ;  ;  ; 1.255348E-4 ;  ;  ; 2.571582 ; 
84.34241 ;  ;  ; 1.32148E-4 ;  ;  ; 2.665859 ; 
84.35068 ;  ;  ; 1.40553E-4 ;  ;  ; 2.774847 ; 
84.35895 ;  ;  ; 1.509696E-4 ;  ;  ; 2.900357 ; 
84.36722 ;  ;  ; 1.636447E-4 ;  ;  ; 3.044412 ; 
84.37549 ;  ;  ; 1.788539E-4 ;  ;  ; 3.209259 ; 
84.38376 ;  ;  ; 1.969027E-4 ;  ;  ; 3.397378 ; 
84.39203 ;  ;  ; 2.181281E-4 ;  ;  ; 3.611492 ; 
84.40029 ;  ;  ; 2.428671E-4 ;  ;  ; 3.85426 ; 
84.41242 ;  ;  ; 2.864552E-4 ;  ;  ; 4.269932 ; 
84.42455 ;  ;  ; 3.399365E-4 ;  ;  ; 4.766023 ; 
84.43668 ;  ;  ; 4.048514E-4 ;  ;  ; 5.354762 ; 
84.4488 ;  ;  ; 4.828039E-4 ;  ;  ; 6.048743 ; 
84.46093 ;  ;  ; 5.757085E-4 ;  ;  ; 6.863131 ; 
84.47306 ;  ;  ; 6.853762E-4 ;  ;  ; 7.811982 ; 
84.48519 ;  ;  ; 8.137182E-4 ;  ;  ; 8.9101 ; 
84.49731 ;  ;  ; 9.625034E-4 ;  ;  ; 10.17097 ; 
84.50944 ;  ;  ; 0.001133802 ;  ;  ; 11.61053 ; 
84.52157 ;  ;  ; 0.001329179 ;  ;  ; 13.24038 ; 
84.5337 ;  ;  ; 0.00155008 ;  ;  ; 15.07109 ; 
84.54582 ;  ;  ; 0.001797415 ;  ;  ; 17.10878 ; 
84.55795 ;  ;  ; 0.002072296 ;  ;  ; 19.36125 ; 
84.57008 ;  ;  ; 0.002374727 ;  ;  ; 21.82718 ; 
84.59433 ;  ;  ; 0.003059606 ;  ;  ; 27.37292 ; 
84.61749 ;  ;  ; 0.003803522 ;  ;  ; 33.34718 ; 
84.64064 ;  ;  ; 0.004613532 ;  ;  ; 39.80186 ; 
84.68694 ;  ;  ; 0.006296077 ;  ;  ; 53.04514 ; 
84.7112 ;  ;  ; 0.007114923 ;  ;  ; 59.3926 ; 
84.73545 ;  ;  ; 0.007816299 ;  ;  ; 64.74715 ; 
84.76632 ;  ;  ; 0.008456634 ;  ;  ; 69.48823 ; 
84.79233 ;  ;  ; 0.008720409 ;  ;  ; 71.25548 ; 
84.8 ;  ;  ; 0.008745241 ;  ;  ; 71.35345 ; 
84.81279 ;  ;  ; 0.008731782 ;  ;  ; 71.08148 ; 
84.82896 ;  ;  ; 0.008617601 ;  ;  ; 69.97111 ; 
84.84512 ;  ;  ; 0.008399616 ;  ;  ; 68.048 ; 
84.86669 ;  ;  ; 0.007962018 ;  ;  ; 64.34432 ; 
84.88826 ;  ;  ; 0.007383809 ;  ;  ; 59.56599 ; 
84.92832 ;  ;  ; 0.00606251 ;  ;  ; 48.86298 ; 
84.96837 ;  ;  ; 0.004631362 ;  ;  ; 37.47663 ; 
85.00227 ;  ;  ; 0.003494713 ;  ;  ; 28.5671 ; 
85.01922 ;  ;  ; 0.002983462 ;  ;  ; 24.60437 ; 
85.03617 ;  ;  ; 0.00251963 ;  ;  ; 21.03967 ; 
